Review ID,Review Rate,Review Time,Review Text,Review Visite
Alexis Tsuroupa,1,il y a 18 heures,Temps d’attente interminable même en basse période. Aucun restaurant de disponible le soir même en essayant de réserver plusieurs jours à l’avance. Application avec les temps d’attentes erronés. Nombre important d’attractions fermées. Des tarifs qui ne sont pas justifiés au vu de la médiocre prestation proposée. Sans compter sur la suppression des fast past gratuit (anciennement ticket à récupérer sur l’attraction avec un horaire pour passer ultérieurement) évidemment beaucoup mieux de faire payer 90 euros par personne ou à l’unité en moyenne 8 euros ;) Et que dire de l’hôtel 3 “étoiles“ vieillissant et sale pour tout arrangé après une journée bien pourris.,Visité en janvier
Marine Lacroux,1,il y a 18 heures,"Ça fait 20 ans que je fréquente le parc. J’ai même eu le pass annuel quelques temps . Mais depuis l’arriver de marvel, les choses ont changées.J’y suis aller du vendredi 6 au dimanche 8 janvier, hors vacances scolaires donc. Le calendrier d’affluence annonce du 3/5 … pas trop mal à priori. Résultat : à 10h ouvre le pavillon des princesses, j’y suis depuis 9 h30. Ça ouvre : « messieurs dame il y a entre 2h et 2h30 d’attente », bon j’explique à ma nièce qu’elle ne verra pas de princesse (appelé pavillon DES princesseS, alors que vous n’en verrez qu’une et vous ne la choisissez pas), on va au manège juste à côté, après 1h30 d’attente, le manège est en panne. J’ouvre l’application = entre 90 et 120 minutes d’attente sur CHAQUE attraction autour de nous !!! On décide d’aller manger, pck oui, depuis qu’on est rentré dans là parc, on a rien fait et c’est midi. Après 30 minutes d’attente pour accéder à la caisse du fast food, b vous vous retrouvé depuis à attendre 20 minutes de plus pour avoir une table . Je vous vous la faire courte. Sur la journée de dimanche, ma nièce de 6 ans a passé la journée à attendre sans JAMAIS pouvoir faire aucune attraction ! Elle a demandé elle même à partir du parc . Et le plus inquiétant c’est qu’on avait autour de nous des milliers de gens qui erraient dans les rues ne sachant quoi faire comme des zombies. J’ai payé 2000 euros le week-end !",Visité en janvier
KUNAL DURGA,5,il y a 18 heures,no comment,Visité en janvier
Fred Teixeira,4,il y a 18 heures,no comment,Visité en janvier
Adn1konu LeüsticKrew,5,il y a 18 heures,no comment,no visite mentionned
tonneau marc,5,il y a 18 heures,no comment,Visité en janvier
Emidio Lenzi,3,il y a 18 heures,no comment,Visité en janvier
Erika Gutierrez Acosta,5,il y a 18 heures,no comment,Visité en janvier
lebeau manon,5,il y a 18 heures,Parc Magnifique ! Ça fait 3 fois que j’y vais et 3 fois grandiose. J’ai amené mon conjoint et mon enfant pour la première fois ils étaient aux anges. Nous sommes venus le jeudi 22 décembre 2022 et franchement je m’attendais à plus que ça d’attente … maximum 45 min …Le personnel est agréable rien à dire !Le seul bémol ça serait juste pour rencontrer Mickey … ( l’attente .. )Nous reviendrons dès que l’on peut …,Visité en décembre 2022
Daniela Silva,5,il y a 18 heures,no comment,Visité en janvier
Céline Aubin,4,il y a 18 heures,no comment,Visité en janvier
anna tursi,5,il y a 18 heures,no comment,Visité en janvier
Manon Rabut,5,il y a 19 heures,no comment,Visité en janvier
Guoliang Li,5,il y a 19 heures,no comment,Visité en janvier
Sabrina Simba,4,il y a 19 heures,no comment,Visité en janvier
Jan Fylip,4,il y a 19 heures,no comment,Visité en janvier
Med E,5,il y a 19 heures,no comment,Visité en janvier
Marie-laure Phirmis,5,il y a 19 heures,no comment,Visité en janvier
kOziix,5,il y a 19 heures,no comment,Visité en janvier
J SL,4,il y a 19 heures,no comment,Visité en janvier
Mitch,5,il y a 19 heures,"(Traduit par Google) Nous avons séjourné au parc avec 2 enfants en octobre avant les vacances françaises. Grâce à getyourguide, nous avons pu économiser 25% sur l'admission pendant 4 jours. C'était notre première visite à Disneyland.Si vous vous demandez combien de jours planifier et explorer à votre guise, je vous recommande 3. Nous n'avons commencé que le 4ème jour à revisiter les attractions que nous pensions bonnes.Disneyland lui-même est magique à chaque coin de rue. Nous ne sommes pas de grands fans de Disney et nos enfants sont un peu plus grands, mais nous serions tout de même enchantés. Tout est pensé dans les moindres détails. Le personnel est sympathique, courtois et attentionné. Tout est propre et est constamment nettoyé. Les installations sanitaires sont exemplaires. Nous n'avons rien à redire, ce qui ne veut bien sûr pas dire qu'une visite n'a pas aussi ses inconvénients.Les délais d'attente sont parfois très longs. Utilisez le temps dans les files d'attente pour les rafraîchissements. Certaines attractions sont un peu plus anciennes et ne durent que quelques minutes. Même si ceux-ci sont visuellement très attrayants, on repart parfois déçu après une si longue attente. Les exemples incluent Peter Pan et Blanche-Neige.Nous vous recommandons vivement d'utiliser l'application. Vous pouvez faire la queue dans des files d'attente numériques (seulement quelques attractions) et voir le temps d'attente actuel aux attractions.Si possible, apportez de la nourriture avec vous. C'est très cher dans le parc et les collations rapides sont malsaines. Vous avez le choix entre des chips et du pop-corn. Vous pouvez obtenir des aliments plus nutritifs dans les restaurants. Ceux-ci sont également coûteux, prennent un temps précieux et doivent parfois être réservés.En plus des manèges, les nombreux spectacles et bien sûr les Illuminations Disney en soirée sont définitivement recommandés.Que vous soyez fan de Disney ou non, vous devriez visiter Disneyland une fois dans votre vie, surtout si vous avez des enfants. Nous n'oublierons jamais notre visite et peut-être qu'un jour nous reviendrons nous délecter.Si vous partez à un moment où les billets sont bon marché, cherchez un hôtel ou un appartement de vacances à proximité, voyagez dans l'un des nombreux bus et subvenez à vos besoins dans la mesure du possible, vous pouvez également maintenir les coûts totaux à un niveau supportable.(Avis d'origine)Wir waren mit 2 Kindern im Oktober vor den französischen Ferien im Park. Dank getyourguide könnten wir 25% auf den Eintritt für 4 Tage sparen. Es war unser erster Besuch im Disneyland.Wenn Sie sich fragen, wie viele Tage Sie einplanen und alles in Ruhe zu erkunden, würde ich 3 empfehlen. Wir haben erst am 4. Tag angefangen Attraktionen, die wir gut fanden erneut zu besuchen.Das Disneyland selbst ist in jeder Ecke zauberhaft. Wir sind keine großen Disney Fans und unsere Kinder auch schon etwas größer, aber dennoch würden auch wir verzaubert. Alles ist bis ins kleinste Detail durchdacht. Das Personal ist freundlich, zuvorkommend und aufmerksam. Alles ist sauber und wird ständig gesäubert. Die sanitären Anlagen sind vorbildlich. Es gibt nichts was wir auszusetzen haben, was natürlich nicht bedeutet, dass ein Besuch nicht auch Schattenseiten hat.Die Wartezeiten sind bisweilen sehr lang. Nutzen Sie die Zeit in den Schlangen zur Verpflegung. Manche Attraktionen sind schon etwas älter und dauern nur wenige Minuten. Auch wenn diese optisch sehr ansprechend sind, verlässt man das Fahrgeschäft nach so langer Wartezeit manchmal enttäuscht. Exemplarisch sind hier Peter Pan und Schneewittchen zu nennen.Unbedingt zu empfehlen ist die Nutzung der App. Man kann sich in digitalen Warteschlangen (nur wenige Attraktionen) anstellen und sieht die aktuellen Wartezeit an den Attraktionen.Wenn möglich sollte man Verpflegung dabei haben. Im Park ist es sehr teuer und die schnellen Snacks sind ungesund. Man hat die Wahl zwischen Kartoffelchips und Popcorn. Nahrhaftere Verpflegung bekommt man in den Restaurants. Auch diese haben es preislich in sich, beanspruchen wertvolle Zeit und müssen bisweilen gebucht werden.Neben den Fahrgeschäften sind auch die zahlreichen Shows und natürlich Disney Illuminations am Abend unbedingt zu empfehlen.Ob Disney Fan oder nicht: man sollte das Disneyland einmal in seinem Leben besuchen, insbesondere wenn man Kinder hat. Wir werden unseren Besuch niemals vergessen und vielleicht eines Tages wieder kommen und schwelgen.Wer zu einer Zeit fährt, in der die Eintrittskarten in der günstigen Kategorie sind, sich ein Hotel oder eine Ferienwohnung in der Nähe sucht, mit einem der zahlreichen Busse anreist und sich weitestgehend selbst verpflegt kann auch die Gesamtkosten auf einem erträglichen Niveau halten.",Visité en octobre 2022
Marcelo Gasco,5,il y a 19 heures,"(Traduit par Google) C'est un peu difficile pour moi de commenter Disney Paris car c'est notre 9ème visite en 15 ans et j'ai des sentiments mitigés. Nous y allons depuis que mon fils a 3 ans et maintenant qu'il vient d'avoir 18 ans, nous avons décidé de revenir car c'est vraiment cet endroit où l'on se sent chez soi puisque nous sommes très accros aux parcs d'attractions. Principalement à cause de la magie qu'il a juste en entrant depuis le parking et l'émotion de se souvenir de tous les bons moments vécus. Sans aucun doute, la façon dont tout le personnel vous traite, y compris les personnages, est fantastique lorsque vous prenez vos photos avec eux et lorsque vous revenez un instant en enfance et que vous vous souvenez comment était votre fils quand il était si petit. Le merchandising est spectaculaire et vous voulez tout acheter en raison de la grande variété et de la qualité des choses. Le spectacle final du château est le meilleur que nous ayons vu depuis des années et est incontournable et incontournable. Mais, et voici le mais, à mon grand regret, bien qu'ils aient toujours mes 5 étoiles pour tout ce qui précède, il manqueintégrer et moderniser de nouvelles attractions à Disneyland puisqu'elles sont exactement les mêmes que depuis la première fois que nous y sommes allés il y a 15 ans et qu'elles sont censées avoir rénovées, elles ne l'ont pas fait au niveau que ce magnifique parc mérite. Il est vrai qu'aux studios Disney, ils ont incorporé de nouvelles choses comme Ratatouille et Spiderman qui sont spectaculaires, la vérité est que nous avons besoin d'attractions fortes et nouvelles au niveau de Disney pour pouvoir revenir plus souvent. Avec tout cela, je dis et j'affirme encore que Disney a cette magie et c'est un endroit où il faut aller même si c'est une fois dans sa vie. Sans aucun doute nous reviendrons mais en attendant de nouvelles choses. Vive Disney !!!(Avis d'origine)Me cuesta un poco comentar sobre Disney Paris ya que es nuestra 9º visita en 15 años y tengo esos sentimientos encontrados. Llevamos yendo desde que mi hijo tenía 3 años y ahora con sus 18 recién cumplidos decidimos volver porque en realidad es ese lugar en el que te sientes como en casa ya que somos muy adictos a los parques de atracciones. Principalmente por la magia que tiene con solo entrar desde el parking y la emoción de recordar todos los buenos momentos vividos. Sin dudas es fantástico el como te trata todo el personal incluyendo los personajes en el momento en que te sacas las fotos con ellos y en el que vuelves a la niñez por un instante y recuerdas como lo pasaba tu hijo con tan poquitos años. El merchandising es espectacular y te quieres comprar todo por la gran variedad y calidad de las cosas. El espectáculo final del castillo es lo mejor que hemos visto en años y es imperdible e imprescindible. Pero, y aquí viene el pero muy a mi pesar, aunque siempre van a tener mis 5 estrellas por todo lo anterior, le faltaincorporar y modernizar nuevas atracciones en Disneyland ya que son exactamente las mismas que desde la primera vez que fuimos hace 15 años y a las que se suponen que han renovado, no lo han hecho al nivel que este hermoso parque se merece. Es verdad que en Disney Studios han incorporado nuevas cosas como Ratatuille y Spiderman que son espectaculares, la verdad que nos hace falta atracciones fuertes y nuevas al nivel de Disney para así poder volver más seguido. Con todo esto, sigo diciendo y afirmando que Disney tiene esa magia y es un lugar en el que hay que ir aunque sea una vez en la vida. Sin dudas volveremos pero a la espera de cosas nuevas. Viva Disney!!!",Visité en janvier
